MSISDN;Client_Age;Client_Crea;Client_Type;Client_Offer;Geoloc_commune;Geoloc_ville;Geoloc_region;Geoloc_type;Communaute_Role;Communaute_Taille;Profile_1;Profile_2;Profile_3;Voix_Nbj_Activite;Voix_National;Voix_National_Nb;Voix_NbContact_National;Voix_International;Voix_International_Nb;Voix_NbContact_International;Voix_Roaming;Voix_Roaming_Nb;Voix_NbContact_Roaming;SMS_Nbj_Activite;SMS_NB;SMS__Contacts;Data_Nbj_Activite;Data_Volume;Data_2G;Data_3G;Data_4G;Data_Roaming;Reseaux_Sociaux;Web;News;Omoney_Billpay_mnt;Omoney_Billpay_Nbr;Omoney_Cashin_mnt;Omoney_Cashin_Nbr;Omoney_Cashout_mnt;Omoney_Cashout_Nbr;Omoney_merchpay_mnt;Omoney_merchpay_Nbr;Omoney_P2P_mnt;Omoney_P2P_Nbr;Omoney_RC_mnt;Omoney_RC_Nbr;Equipement_Marque;Equipement_Modele;Equipement_Term_Type;Equipement_4G;Equipement_OS;OOP_Telecom;OOP_Glon;OOP_Assurances;OOP_Automobile;OOP_Bank;OOP_Retail;OOP_Hotels;Longitude;Latitude;Long_Ville;Lat_Ville;Long_Region;Lat_Region
460999935;72;07/01/2009;Postpaid_B2B;Prepaid_B2C_Offer;Commune_3;Bankwop;OUEST;Geoloc_Work;L;20;Foreigners;Fourmis;Spending_Data;22;865;14;49;446;571;49;46;33;85;9;158;65;25;6;1;2;3;3;2;2;3;30132;1;31196;1;55477;8;69787;9;76486;1;91415;4;OPPO;Find 9;Smartphone;NON;Autre;82832;45691;24834;79314;50397;74890;40035; 10.1831 ; 5.1073 ; 10.1831 ; 5.1073 ;10.45686;6.98414
103999986;62;01/06/2015;Prepaid_B2C;Prepaid_B2C_Offer;Commune_1;Ikiliwindi;SUD OUEST;Geoloc_Weekend;Neutral;78;Jeunes;Fourmis;Spending_Voix;29;787;216;80;285;795;23;227;35;88;21;934;98;19;17;6;5;6;4;4;1;3;48412;10;65456;4;66584;5;16300;5;76691;4;45601;7;Samsung;S8;Smartphone;OUI;Autre;88484;8258;44237;77137;1490;86482;19656; 9.48769 ; 4.7262 ; 9.48769 ; 4.7262 ;9.314680;4.38596
593999916;13;11/09/2016;Prepaid_B2C;Postpaid_B2C_offer;Commune_1;Dembo;NORD;Geoloc_Work;L;96;Students;Fourmis;Spending_Voix;3;247;163;29;506;44;31;63;83;46;8;173;78;27;21;4;9;8;9;9;3;10;49222;4;70744;6;87328;3;73699;9;2468;9;77033;6;Sony;Xperia ZII;Feature Phone;NON;Windows;74917;53614;51981;52492;7992;54184;74648; 13.5479 ; 9.7182 ; 13.5479 ; 9.7182 ;13.54680;9.28246
110999985;23;28/02/2011;Postpaid_B2C;Prepaid_B2C_Offer;Commune_3;Roua;EXTREME NORD;Geoloc_Weekend;FB;23;Foreigners;Cigales;Spending_Voix;17;974;479;48;335;567;62;485;15;36;18;126;9;29;16;5;1;10;6;1;8;5;84571;5;59837;2;5426;9;49502;7;85056;1;78779;10;Sony;Xperia AX;Feature Phone;NON;Android;2799;52539;91525;34346;91431;28624;27051; 13.9906 ; 10.779 ; 13.9906 ; 10.779 ;14.46861;10.7487
250999965;70;03/05/2012;Postpaid_B2C;Prepaid_B2C_Offer;Commune_2;Guidiguis;EXTREME NORD;Geoloc_Weekend;Neutral;22;Jeunes;Cigales;Spending_Data;24;19;653;23;345;372;96;683;75;44;30;419;59;22;16;3;5;8;8;2;7;1;59612;5;70163;6;22089;4;66176;5;51353;7;16061;3;Nokia;Lumia 700;Feature Phone;NON;Autre;10649;45116;62799;24672;56509;34149;85840; 14.7036 ; 10.140 ; 14.7036 ; 10.140 ;14.46861;10.7487
320999955;20;27/06/2016;Postpaid_B2B;Postpaid_B2B_offer;Commune_3;Mengang;CENTRE;Geoloc_Work;LB;13;Jeunes;Cigales;Spending_Data;2;115;121;33;20;874;61;899;14;12;29;81;19;23;13;2;4;7;9;4;10;2;96735;3;29187;4;49119;5;41602;3;13800;3;31413;9;Sony;Xperia 2;Smartphone;OUI;Windows;64448;85688;59679;10341;3190;41403;30863; 12.0484 ; 3.8944 ; 12.0484 ; 3.8944 ;11.51645;3.89897
607999914;40;30/04/2008;Postpaid_B2B;Prepaid_B2C_Offer;Commune_1;Nomayos;CENTRE;Geoloc_Weekend;LB;53;Students;Cigales;Spending_Messaging;1;901;117;50;142;913;96;461;28;54;28;874;31;19;14;4;4;6;4;6;10;1;94392;2;53684;7;34403;4;65517;9;79806;3;74986;1;Sony;Ericson;Smartphone;OUI;IOS;87129;16787;75254;9490;62904;50746;90906; 11.4488 ; 3.788 ; 11.4488 ; 3.788 ;11.51645;3.89897
327999954;37;10/06/2014;Postpaid_B2B;Prepaid_B2C_Offer;Commune_2;Mbouda;OUEST;Geoloc_Work;L;22;Foreigners;Fourmis;Spending_Voix;31;959;948;2;161;974;67;878;8;26;17;864;62;19;16;6;4;6;7;7;9;8;45888;8;86447;9;52184;9;38615;3;16746;7;73759;8;Nokia;Nokia 8;Feature Phone;NON;Android;81999;10122;98085;92261;16062;50808;38594; 10.2441 ; 5.6210 ; 10.2553 ; 5.6218 ;10.45686;6.98414
362999949;18;04/06/2006;Prepaid_B2C;Postpaid_B2B_offer;Commune_3;Nguinda;CENTRE;Geoloc_Weekend;LB;1;Students;Cigales;Spending_Messaging;30;793;246;36;276;960;50;587;15;76;12;786;1;20;8;1;5;2;8;8;8;5;23245;7;22742;8;24023;3;85624;6;80605;3;22416;3;Sony;Ericson;Smartphone;OUI;Windows;24087;78837;19500;76722;15733;5949;36019; 12.4356 ; 3.9049 ; 12.4356 ; 3.9049 ;11.51645;3.89897
117999984;16;13/03/2009;Prepaid_B2C;Postpaid_B2B_offer;Commune_3;Ilor;SUD OUEST;Geoloc_Home;Neutral;1;Foreigners;Cigales;Spending_Voix;12;876;322;86;384;533;48;352;76;30;29;224;64;18;7;2;1;4;5;5;4;4;79619;3;65934;1;71605;5;2548;1;35914;10;93242;2;Nokia;Lumia 900;Smartphone;OUI;Android;12125;28940;35513;12189;25912;78896;29426; 8.90541 ; 4.8188 ; 8.90541 ; 4.8188 ;9.314680;4.38596
341999952;67;25/12/2016;Prepaid_B2C;Postpaid_B2C_offer;Commune_2;Aguli;NORD OUEST;Geoloc_Weekend;LB;39;Jeunes;Cigales;Spending_Voix;29;168;915;24;697;328;95;569;3;56;27;977;78;28;20;8;4;8;2;4;1;5;24734;7;47770;1;30756;9;90830;3;16001;6;95285;6;Sony;Xperia Z3;Feature Phone;OUI;IOS;94045;95574;65231;86085;62591;60521;19211; 10.0368 ; 6.2893 ; 10.0368 ; 6.2893 ;10.23741;6.08712
54999993;43;09/07/2013;Prepaid_B2C;Prepaid_B2C_Offer;Commune_2;Nkan;LITTORAL;Geoloc_Work;LB;53;Students;Fourmis;Spending_Messaging;4;796;866;43;940;958;41;127;99;64;20;458;28;26;17;2;8;7;9;10;7;6;36467;8;43372;7;42617;4;89659;1;85561;7;1592;8;Nokia;Lumia 900;Smartphone;OUI;Autre;91109;85173;23914;65777;66477;85508;45463; 10.6699 ; 4.0927 ; 10.6699 ; 4.0927 ;9.753459;4.07293
19999998;53;21/02/2007;Postpaid_B2C;Postpaid_B2B_offer;Commune_3;Bikoula;SUD;Geoloc_Weekend;LB;41;Jeunes;Fourmis;Spending_Data;30;413;159;42;965;678;45;604;5;75;11;320;74;28;21;9;3;9;5;1;2;6;89922;3;47480;10;84267;2;22423;1;67306;4;77563;1;Apple;Iphone SE;Smartphone;OUI;Windows;23355;71642;30319;11015;66369;11721;5313; 12.4130 ; 2.8038 ; 12.4130 ; 2.8038 ;10.96861;2.86567
390999945;45;02/11/2017;Postpaid_B2C;Prepaid_B2C_Offer;Commune_1;Ekoumdoum;CENTRE;Geoloc_Weekend;F;20;Jeunes;Fourmis;Spending_Messaging;25;632;827;72;8;407;66;183;73;26;19;749;59;29;8;3;1;4;5;10;6;4;80208;5;30470;2;34100;10;13130;5;63263;9;36021;8;OPPO;F12;Feature Phone;NON;Android;23969;93025;94160;77746;82793;92078;36795; 11.5620 ; 3.7972 ; 11.5620 ; 3.7972 ;11.51645;3.89897
257999964;67;25/07/2014;Prepaid_B2C;Prepaid_B2C_Offer;Commune_2;Letta;EST;Geoloc_Home;FB;73;Students;Fourmis;Spending_Data;20;465;954;28;657;640;96;868;24;30;30;592;19;21;20;2;9;9;5;10;6;5;89891;7;71172;2;29857;3;11194;10;11025;8;79504;7;Sony;Xperia 2;Smartphone;NON;Android;12614;19061;71317;77392;10668;88713;35128; 13.8381 ; 4.9221 ; 13.8381 ; 4.9221 ;13.81931;4.59548
201999972;57;28/07/2011;Postpaid_B2B;Postpaid_B2C_offer;Commune_3;Batouri;EST;Geoloc_Work;L;71;Students;Cigales;Spending_Data;9;13;984;37;575;571;38;916;52;38;12;195;49;22;19;7;5;7;10;6;4;1;84248;6;8520;2;60532;4;86954;2;48091;4;11226;8;Nokia;Lumia 700;Feature Phone;NON;Android;59288;43596;52184;59497;96776;16603;77372; 14.3478 ; 4.4303 ; 14.3572 ; 4.4337 ;13.81931;4.59548
684999903;56;28/11/2015;Postpaid_B2B;Prepaid_B2C_Offer;Commune_1;Fio;EST;Geoloc_Home;LB;75;Jeunes;Fourmis;Spending_Messaging;18;254;264;93;923;844;43;495;1;71;2;87;43;30;24;9;6;9;9;9;5;7;65852;10;55189;10;22145;7;39953;5;92052;9;53414;1;Samsung;A8;Smartphone;NON;Windows;70399;86795;45340;12087;7541;51673;98583; 13.9773 ; 4.5048 ; 13.9773 ; 4.5048 ;13.81931;4.59548
33999996;67;10/02/2006;Prepaid_B2C;Postpaid_B2B_offer;Commune_3;Ebolowa;SUD;Geoloc_Home;F;62;Jeunes;Cigales;Spending_Data;11;553;123;34;632;442;35;579;61;29;8;407;36;30;15;1;9;5;10;2;9;4;68477;9;55395;5;10211;6;55603;9;63879;6;5041;4;Samsung;S8;Smartphone;NON;Windows;86887;76800;64504;11534;60105;61291;27203; 11.1477 ; 2.9188 ; 11.1545 ; 2.9195 ;10.96861;2.86567
376999947;64;19/12/2010;Postpaid_B2B;Prepaid_B2C_Offer;Commune_3;Ndjore-Luxe;CENTRE;Geoloc_Home;F;67;Foreigners;Cigales;Spending_Data;16;49;499;14;506;101;91;89;52;5;14;467;92;27;27;10;8;9;9;2;10;8;20505;1;42255;8;25857;6;58375;2;35428;10;65025;8;Nokia;Lumia 700;Smartphone;OUI;IOS;75280;20118;67976;53125;95422;2314;28220; 11.8203 ; 4.4053 ; 11.8203 ; 4.4053 ;11.51645;3.89897
481999932;15;19/05/2006;Postpaid_B2B;Prepaid_B2C_Offer;Commune_3;Mayo-Baleo;ADAMAOUA;Geoloc_Work;LB;2;Jeunes;Fourmis;Spending_Voix;15;432;918;52;738;14;14;190;73;47;29;979;97;30;8;3;1;4;5;9;2;1;63054;2;4990;1;84846;7;20429;8;83751;4;678;2;OPPO;F12;Smartphone;NON;Android;58645;93659;19830;25665;96177;61466;73781; 12.3388 ; 7.6559 ; 12.3388 ; 7.6559 ;13.58763;7.16124
173999976;22;06/01/2016;Prepaid_B2C;Postpaid_B2C_offer;Commune_2;Abiete;SUD;Geoloc_Weekend;FB;91;Students;Cigales;Spending_Messaging;21;361;993;16;694;344;62;861;18;24;22;103;80;29;21;9;2;10;10;2;5;6;93758;2;1862;2;89134;6;49010;2;13104;2;42173;6;Apple;Iphone SE;Smartphone;NON;Autre;90375;82219;34778;90989;77102;50836;3227; 11.4124 ; 2.9294 ; 11.4124 ; 2.9294 ;10.96861;2.86567
656999907;49;14/05/2013;Postpaid_B2C;Postpaid_B2B_offer;Commune_2;kaele;EXTREME NORD;Geoloc_Work;FB;83;Jeunes;Fourmis;Spending_Voix;12;349;901;24;834;644;44;454;47;90;27;650;86;30;29;9;10;10;6;8;6;3;71382;9;52674;10;11520;9;47816;6;80704;6;25873;2;Apple;Iphone 6;Smartphone;OUI;IOS;19269;27589;27397;91885;93306;64794;88662; 14.4609 ; 10.107 ; 14.4484 ; 10.103 ;14.46861;10.7487
341999952;70;02/10/2007;Prepaid_B2C;Postpaid_B2C_offer;Commune_2;Nkoundja/Koutaba;OUEST;Geoloc_Home;LB;25;Students;Fourmis;Spending_Data;11;803;740;32;153;430;94;656;44;8;1;599;66;20;20;4;10;6;6;5;2;2;45912;1;64203;4;10177;7;81713;6;11928;9;3448;7;Samsung;Note 9;Feature Phone;NON;Autre;89569;80522;38628;32701;14849;86238;75112; 10.74 ; 5.6377 ; 10.74 ; 5.6377 ;10.45686;6.98414
12999999;50;01/07/2010;Postpaid_B2B;Postpaid_B2B_offer;Commune_3;Pitoa;NORD;Geoloc_Weekend;LB;18;Foreigners;Cigales;Spending_Voix;12;198;529;14;316;383;39;411;79;93;20;166;47;29;9;7;1;1;7;5;8;3;55568;10;90866;5;87344;7;99041;4;17924;8;52063;5;Apple;Iphone SE;Smartphone;OUI;Autre;28384;53060;88966;21677;51401;14504;6814; 13.5155 ; 9.4025 ; 13.5111 ; 9.3923 ;13.54680;9.28246
89999988;21;02/03/2017;Postpaid_B2C;Postpaid_B2C_offer;Commune_1;Bibémi;NORD;Geoloc_Work;LB;35;Foreigners;Cigales;Spending_Messaging;29;855;114;16;5;758;95;276;70;94;9;833;8;18;18;4;5;9;4;7;2;9;61409;4;13988;2;2155;1;80391;4;69644;6;11261;4;Apple;Iphone X;Feature Phone;OUI;Autre;28753;86934;93975;22053;36297;42302;3602; 13.8650 ; 9.3004 ; 13.8650 ; 9.3004 ;13.54680;9.28246
285999960;22;21/04/2010;Postpaid_B2C;Postpaid_B2B_offer;Commune_2;Fondjomekwet;OUEST;Geoloc_Home;FB;17;Jeunes;Fourmis;Spending_Messaging;17;78;578;76;514;547;37;15;5;64;19;68;31;22;11;1;6;4;2;6;4;9;9521;8;23429;8;82308;6;88955;6;43036;8;39445;4;Sony;Xperia 2;Smartphone;OUI;IOS;93746;24174;12154;56140;68301;88564;13889; 10.1652 ; 5.2760 ; 10.1652 ; 5.2760 ;10.45686;6.98414
663999906;15;04/06/2012;Postpaid_B2C;Postpaid_B2B_offer;Commune_2;Dobiri;ADAMAOUA;Geoloc_Weekend;L;97;Jeunes;Cigales;Spending_Data;7;458;878;27;173;571;38;18;19;18;2;828;90;30;11;4;4;3;8;6;9;3;31742;1;82983;9;91557;6;78020;3;85408;2;605;3;OPPO;F12;Feature Phone;NON;Windows;94456;69959;94656;46750;73724;46728;31683; 13.7391 ; 6.3508 ; 13.7391 ; 6.3508 ;13.58763;7.16124
313999956;52;16/09/2010;Prepaid_B2C;Prepaid_B2C_Offer;Commune_2;Oku;NORD OUEST;Geoloc_Home;Neutral;95;Foreigners;Fourmis;Spending_Voix;26;678;402;5;29;417;17;349;58;72;24;941;77;25;19;2;10;7;10;8;2;6;8520;7;73413;1;21428;9;27997;1;6648;7;50732;1;Sony;Ericson;Smartphone;OUI;Autre;65556;58211;42381;71727;81516;34951;11287; 10.4989 ; 6.2387 ; 10.4989 ; 6.2387 ;10.23741;6.08712
453999936;19;11/02/2012;Postpaid_B2C;Postpaid_B2C_offer;Commune_1;Nyanon;LITTORAL;Geoloc_Weekend;Neutral;93;Jeunes;Fourmis;Spending_Data;9;356;996;29;283;857;89;139;24;87;17;552;76;29;15;6;7;2;5;1;2;7;97934;5;16527;7;87428;8;6907;7;76745;1;41181;3;Apple;Iphone SE;Smartphone;NON;Windows;34024;76502;5046;55386;93561;10829;52294; 10.9605 ; 4.2627 ; 10.9605 ; 4.2627 ;9.753459;4.07293
271999962;48;20/03/2014;Prepaid_B2C;Postpaid_B2C_offer;Commune_1;Ombessa;CENTRE;Geoloc_Work;FB;56;Foreigners;Cigales;Spending_Voix;31;415;398;46;458;83;86;949;97;80;4;718;6;28;17;8;4;5;9;3;1;6;33323;3;53167;4;94141;10;30126;5;50749;1;57947;4;Samsung;J7;Feature Phone;OUI;Autre;19490;94134;82350;74508;37143;57594;40195; 11.2572 ; 4.6042 ; 11.2572 ; 4.6042 ;11.51645;3.89897
432999939;29;31/08/2015;Postpaid_B2B;Postpaid_B2B_offer;Commune_3;Mbengwi;NORD OUEST;Geoloc_Work;FB;44;Jeunes;Fourmis;Spending_Voix;1;182;448;38;709;229;5;212;74;54;22;706;14;18;13;7;2;4;1;3;1;7;29647;8;83793;6;16750;5;92127;1;23417;4;143;2;Sony;Xperia 2;Smartphone;NON;Windows;3423;95999;80034;13396;12882;93725;45319; 10.0018 ; 6.0068 ; 10.0018 ; 6.0068 ;10.23741;6.08712
411999942;48;06/04/2018;Postpaid_B2B;Prepaid_B2C_Offer;Commune_1;Pang;ADAMAOUA;Geoloc_Home;LB;2;Foreigners;Fourmis;Spending_Data;28;882;38;48;540;832;93;569;97;13;3;762;48;21;16;2;5;9;10;7;5;2;49536;1;38344;9;36116;1;50923;10;12347;9;82274;3;Apple;Iphone 6;Feature Phone;NON;Autre;49859;70509;95344;84959;54970;69716;50117; 12.6541 ; 6.9105 ; 12.6541 ; 6.9105 ;13.58763;7.16124
334999953;65;01/06/2012;Prepaid_B2C;Postpaid_B2B_offer;Commune_1;Bakassi;SUD OUEST;Geoloc_Work;LB;98;Jeunes;Fourmis;Spending_Voix;17;294;21;26;523;392;37;988;49;90;2;20;83;29;24;10;7;7;2;5;9;1;31473;3;12100;7;90492;1;72968;3;6084;6;17499;10;Sony;Xperia AX;Smartphone;OUI;Autre;23727;56321;66744;37625;51242;41521;43409; 8.67858 ; 4.7783 ; 8.67858 ; 4.7783 ;9.314680;4.38596
593999916;66;13/01/2012;Postpaid_B2B;Postpaid_B2B_offer;Commune_3;Kumbo-Bangam;NORD OUEST;Geoloc_Work;F;99;Jeunes;Fourmis;Spending_Messaging;17;685;784;19;28;548;55;407;39;99;4;630;7;24;9;2;4;3;6;1;4;7;84453;3;88027;5;683;4;57693;9;24817;9;14403;7;OPPO;F12;Feature Phone;OUI;Windows;18816;14422;29345;19783;27498;96896;76787; 10.6731 ; 6.1699 ; 10.6731 ; 6.1699 ;10.23741;6.08712
390999945;35;27/01/2012;Prepaid_B2C;Postpaid_B2B_offer;Commune_3;Ngbetnsouen;OUEST;Geoloc_Work;LB;64;Jeunes;Fourmis;Spending_Data;2;262;293;68;237;218;92;931;99;40;26;541;13;25;14;1;5;8;7;5;2;1;92863;8;60728;9;7923;5;47315;2;57867;7;75627;5;Apple;Iphone 6;Feature Phone;OUI;Windows;4705;72518;67585;54778;29397;7878;3847; 10.5287 ; 5.6348 ; 10.5287 ; 5.6348 ;10.45686;6.98414
404999943;22;05/05/2017;Postpaid_B2B;Prepaid_B2C_Offer;Commune_3;Limbe;SUD OUEST;Geoloc_Work;Neutral;95;Foreigners;Fourmis;Spending_Messaging;26;165;178;39;804;824;93;917;3;63;8;367;64;18;14;5;6;3;3;9;6;3;2816;7;52340;1;48441;8;77923;1;73051;5;78719;1;Samsung;S8 Plus;Smartphone;NON;Windows;85493;15643;74377;46737;34245;90347;76549; 9.20483 ; 4.0340 ; 9.20483 ; 4.0340 ;9.314680;4.38596
670999905;56;31/07/2007;Prepaid_B2C;Postpaid_B2B_offer;Commune_1;CDC-Delmonte;LITTORAL;Geoloc_Work;F;85;Jeunes;Cigales;Spending_Voix;18;549;339;18;952;650;26;115;68;33;26;958;33;29;10;2;1;7;2;8;3;10;71101;9;29420;4;93807;9;75793;1;64478;2;30181;6;Apple;Iphone X;Feature Phone;OUI;IOS;27119;64874;53400;80934;23521;90430;84761; 9.40671 ; 4.1254 ; 9.40671 ; 4.1254 ;9.753459;4.07293
229999968;25;04/02/2016;Prepaid_B2C;Prepaid_B2C_Offer;Commune_1;Akak-Nkozoa;CENTRE;Geoloc_Work;L;76;Foreigners;Fourmis;Spending_Messaging;27;258;616;34;263;392;31;75;20;24;27;653;92;20;23;5;10;8;5;1;8;1;28060;8;58337;8;39702;7;66614;9;81807;2;81112;10;Nokia;Nokia 8;Feature Phone;OUI;Autre;77839;19162;22359;59663;71104;95613;9688; 11.5443 ; 3.9761 ; 11.5443 ; 3.9761 ;11.51645;3.89897
201999972;72;13/01/2015;Postpaid_B2B;Prepaid_B2C_Offer;Commune_2;Zanay;EXTREME NORD;Geoloc_Work;FB;3;Students;Fourmis;Spending_Voix;30;451;820;93;586;599;43;341;92;78;5;131;73;21;17;7;9;1;6;7;8;3;77084;5;40409;1;13082;7;14836;1;38439;10;93698;4;Apple;Iphone 6;Feature Phone;NON;Windows;61872;9150;45344;50672;95851;77861;3297; 13.897 ; 10.644 ; 13.897 ; 10.644 ;14.46861;10.7487
215999970;73;05/02/2007;Postpaid_B2C;Postpaid_B2C_offer;Commune_3;Ndjeleng;OUEST;Geoloc_Work;Neutral;21;Jeunes;Cigales;Spending_Data;20;869;39;52;303;119;30;20;60;81;8;259;50;30;18;2;9;7;2;5;6;7;14211;1;12075;8;70288;9;85209;5;93763;1;91662;5;Samsung;A8;Smartphone;NON;IOS;46186;17876;33263;10435;98026;21082;77726; 10.4404 ; 5.3862 ; 10.4404 ; 5.3862 ;10.45686;6.98414
299999958;54;07/12/2007;Postpaid_B2C;Prepaid_B2C_Offer;Commune_1;Mbele-Mbeke;EST;Geoloc_Home;L;86;Students;Cigales;Spending_Data;18;25;875;77;644;746;56;92;11;49;21;279;48;24;15;9;5;1;8;3;10;3;62576;8;5096;10;69961;4;10236;9;8072;8;41603;7;Sony;Xperia Z3;Smartphone;OUI;Windows;33023;14134;87947;5256;29797;92286;25916; 14.0383 ; 5.0574 ; 14.0383 ; 5.0574 ;13.81931;4.59548
292999959;29;19/06/2009;Postpaid_B2C;Postpaid_B2C_offer;Commune_3;Penka-Michel;OUEST;Geoloc_Work;FB;45;Foreigners;Cigales;Spending_Voix;26;498;563;74;88;113;62;15;54;33;6;615;1;24;9;3;2;4;9;6;4;5;229;3;44221;5;60455;4;31648;7;66294;8;12377;6;OPPO;Find 9;Smartphone;OUI;Windows;47663;58859;29455;3939;60141;36459;49001; 10.2412 ; 5.4681 ; 10.2412 ; 5.4681 ;10.45686;6.98414
82999989;22;11/03/2009;Prepaid_B2C;Postpaid_B2B_offer;Commune_2;Douala;LITTORAL;Geoloc_Weekend;LB;69;Jeunes;Cigales;Spending_Data;5;325;350;59;907;323;1;592;6;27;12;689;44;25;8;4;1;3;2;3;2;3;28997;1;33111;9;70098;3;16676;10;65086;10;7562;9;OPPO;Find 9;Smartphone;NON;Android;77120;26616;46728;29630;78760;78957;91337; 9.62858 ; 4.1051 ; 9.72700 ; 4.0539 ;9.753459;4.07293
257999964;51;18/12/2009;Postpaid_B2C;Postpaid_B2B_offer;Commune_2;Ayos;CENTRE;Geoloc_Weekend;L;86;Students;Cigales;Spending_Voix;11;573;101;89;742;502;6;988;29;33;4;196;37;28;14;2;5;7;3;2;9;2;62101;8;39387;5;61293;2;83021;9;62163;6;55572;8;Samsung;S8 Plus;Smartphone;NON;Android;74122;96856;739;91788;65670;24563;84561; 12.5275 ; 3.9161 ; 12.5275 ; 3.9161 ;11.51645;3.89897
537999924;33;30/01/2008;Postpaid_B2C;Postpaid_B2B_offer;Commune_1;Boubara;EST;Geoloc_Weekend;F;73;Jeunes;Cigales;Spending_Messaging;14;615;195;41;531;588;48;97;38;24;10;438;32;18;24;10;4;10;1;4;2;9;25367;4;82946;1;41081;7;18373;7;93181;9;40892;2;Sony;Xperia 2;Feature Phone;NON;Autre;78674;12633;61279;50105;31860;30318;67160; 14.5925 ; 4.7114 ; 14.5925 ; 4.7114 ;13.81931;4.59548
544999923;38;14/05/2008;Prepaid_B2C;Postpaid_B2C_offer;Commune_3;Bamenkombo;OUEST;Geoloc_Weekend;F;2;Foreigners;Cigales;Spending_Voix;2;442;887;31;108;386;59;391;54;45;17;544;71;29;28;9;10;9;10;7;7;7;90961;3;5604;2;30498;6;50071;4;8674;2;42097;10;Apple;Iphone SE;Smartphone;OUI;Windows;57415;24458;29721;56226;83361;81395;97427; 10.3260 ; 5.6003 ; 10.3260 ; 5.6003 ;10.45686;6.98414
327999954;49;13/04/2011;Postpaid_B2C;Prepaid_B2C_Offer;Commune_3;Talba;CENTRE;Geoloc_Home;LB;52;Foreigners;Cigales;Spending_Messaging;31;296;477;3;674;845;73;680;37;40;5;501;17;30;8;1;3;4;6;1;2;7;14254;8;46782;6;42690;5;10182;4;58880;5;42116;3;Nokia;Lumia 700;Smartphone;NON;Windows;27294;82785;34477;70752;14006;67872;86411; 11.4756 ; 4.6003 ; 11.4756 ; 4.6003 ;11.51645;3.89897
446999937;61;25/04/2007;Postpaid_B2B;Postpaid_B2C_offer;Commune_1;Waza;EXTREME NORD;Geoloc_Weekend;LB;42;Students;Fourmis;Spending_Voix;31;825;804;24;452;283;24;17;89;76;22;519;60;30;20;3;8;9;10;7;5;4;85943;7;44475;2;35068;6;47867;5;71503;4;51727;9;Nokia;Lumia 700;Feature Phone;OUI;IOS;7036;41881;71019;13667;81511;34723;58803; 14.5647 ; 11.395 ; 14.5647 ; 11.395 ;14.46861;10.7487
600999915;33;06/12/2014;Postpaid_B2C;Postpaid_B2B_offer;Commune_2;Taram;OUEST;Geoloc_Work;FB;46;Students;Cigales;Spending_Messaging;22;584;893;87;874;506;34;807;39;32;22;290;50;18;15;1;7;7;7;7;1;4;39839;2;55047;8;45110;3;64268;5;39539;2;945;7;Nokia;Lumia 900;Feature Phone;OUI;Android;91542;60786;23460;83006;93312;33845;98300; 11.7798 ; 6.7066 ; 11.7798 ; 6.7066 ;10.45686;6.98414
565999920;64;31/07/2016;Postpaid_B2C;Postpaid_B2C_offer;Commune_3;Ebolowa;SUD;Geoloc_Work;Neutral;39;Students;Fourmis;Spending_Messaging;17;728;790;79;224;423;31;775;20;45;21;352;100;22;9;4;4;1;5;9;2;1;15083;5;43720;1;49364;9;78809;8;32377;6;86957;2;OPPO;Find 9;Smartphone;OUI;Windows;63941;21941;80892;90604;89351;15179;28636; 11.1549 ; 2.9206 ; 11.1545 ; 2.9195 ;10.96861;2.86567
481999932;49;03/06/2009;Postpaid_B2B;Postpaid_B2C_offer;Commune_1;Mendji;NORD OUEST;Geoloc_Weekend;Neutral;5;Foreigners;Fourmis;Spending_Data;2;253;294;25;213;929;70;540;77;4;12;273;9;19;11;3;4;4;4;5;10;3;29875;2;18884;8;20171;7;45316;10;43535;4;41644;7;OPPO;Find 9;Feature Phone;NON;Autre;16941;40651;16184;89775;33240;68413;505; 9.8496 ; 5.4916 ; 9.8496 ; 5.4916 ;10.23741;6.08712
614999913;60;07/03/2017;Prepaid_B2C;Postpaid_B2B_offer;Commune_2;Abong-Mbang;EST;Geoloc_Home;L;5;Students;Cigales;Spending_Voix;27;689;682;6;844;760;41;262;23;19;25;577;19;29;7;3;2;2;7;1;1;1;35969;6;91520;2;5710;4;13070;5;85937;10;51948;7;OPPO;F8;Smartphone;OUI;IOS;36795;85016;6962;95194;94260;18291;97216; 13.1760 ; 3.9801 ; 13.1775 ; 3.9866 ;13.81931;4.59548
495999930;29;09/04/2008;Prepaid_B2C;Postpaid_B2B_offer;Commune_2;Garoua-Boulai;EST;Geoloc_Home;Neutral;48;Jeunes;Cigales;Spending_Data;19;466;877;5;347;186;39;992;5;52;26;106;73;29;8;3;3;2;8;9;5;10;52571;8;98667;6;43427;10;41402;2;12158;8;79675;9;OPPO;Find 9;Feature Phone;OUI;Windows;39387;57671;4748;42194;5822;24219;82555; 14.5476 ; 5.8822 ; 14.5484 ; 5.8885 ;13.81931;4.59548
